Hello!	Nǐ hǎo!	你好！
It's sunny today.	Jīntiān shì qíngtiān.	今天是晴天。
That country is listed as a developed country.	Gāi guó lièrù le fādá guójiā de míngdān.	该国列入了发达国家的名单。
This content has been listed as being within the scope of the exam.	Zhè zhāng nèiróng yǐ bèi lièrù kǎoshì fànwéi.	这章内容已被列入考试范围。
You should clean the kitchen.	Nǐ yīnggāi dǎsǎo chúfáng.	你应该打扫厨房。
This classroom hasn't been cleaned in a long time.	Zhè gè jiàoshì hěn jiǔ méiyǒurén dǎsǎo le.	这个教室很久没有人打扫了。
I need to clean this room.	Wǒ xūyào dǎsǎo zhè gè fángjiān.	我需要打扫这个房间。
The apartment has been given a thorough cleaning.	Gōngyù bèi dǎsǎode hěn gānjìng.	公寓被打扫得很干净。
The floor was wiped clean!	Dìmiàn dǎsǎode zhēn gānjìng!	地面打扫得真干净！
I am cleaning the bathroom.	Wǒ zài dǎsǎo wèishēnɡjiān.	我在打扫卫生间。
He cleaned the bathroom this morning.	Tā zǎoshang dǎsǎo wèishēnɡjiān le.	他早上打扫卫生间了。
I cleaned the bedroom this afternoon	Wǒ xiàwǔ dǎsǎo wòshì le.	我下午打扫卧室了。
I go straight toward the bedroom.	Wǒ zhíjiē zǒuxiàng wòshì.	我直接走向卧室。
The bedroom is comfortable.	Wòshì hěn shūshì.	卧室很舒适。
There's a single bed in the bedroom.	Wòshì lǐ yǒu yī zhāng dānrénchuáng.	卧室里有一张单人床。
It started to rain heavily just when I stepped out the door.	Gāng chūmén, hūrán xiàqǐle dàyǔ.	刚出门，忽然下起了大雨。
Ms. Kong decided to break up with her boyfriend.	Kǒng xiǎojiě juédìng gēn tā nánpéngyou fēnshǒu le.	孔小姐决定跟她男朋友分手了。
Kong teacher will teach three classes today.	Kǒng lǎoshī jīntiān yào jiāo sān táng kè.	孔老师今天要教三堂课。
Teacher Kong is keen on poetry.	Kǒng lǎoshī àihào shīcí.	孔老师爱好诗词。
They've accepted the job.	Tāmen jiēshòule wěituō.	他们接受了委托。
He is a criminal.	Tā shì zuìfàn.	他是罪犯。
Criminals are kept in prison.	Jiānyù li guān zhe zuìfàn.	监狱里关着罪犯。
The criminal has been put in prison.	Zuìfàn bèi guānjìnle jiānyù.	罪犯被关进了监狱。
He is an evil criminal.	Tā shì yī gè xié'è de zuìfàn.	他是一个邪恶的罪犯。
The traffic is really heavy here.	Zhèli de jiāotōng hěn yōngjǐ.	这里的交通很拥挤。
I was transferred to human resources department.	Wǒ bèi diào dào le rénshì bùmén.	我被调到了人事部门。
There are two chopsticks here.	Zhèli yǒu liǎng gēn kuàizi.	这里有两根筷子。
I know how to eat with chopsticks.	Wǒ huì yòng kuàizi chīfàn.	我会用筷子吃饭。
Chinese people use chopsticks to eat.	Zhōngguó rén yòng kuàizi chīfàn.	中国人用筷子吃饭。
Whose chopsticks are these?	Zhè shì shéi de kuàizi?	这是谁的筷子？
Congress is investigating that case.	Guóhuì shěnchá nàge ànzi.	国会审查那个案子。
Somebody reported on him. The police are investigating him.	Yǒu rén jǔbào le tā, jǐngchá zài shěnchá tā.	有人举报了他，警察在审查他。
What do you think of this sweater?	nǐ juéde zhè jiàn máoyī zěnmeyàng ?	你觉得这件毛衣怎么样？
This river is dangerous for children to swim in.	háizi zài zhè tiáo hé lǐ yóuyǒng tài wēixiǎn le .	孩子在这条河里游泳太危险了。
He came to Beijing to seek new opportunities for (economic) growth.	Tā dào Běijīng xúnqiú xīn de fāzhǎn jīhuì.	他到北京寻求新的发展机会。
This matter must absolutely be kept confidential.	Zhèjiàn shìqing juéduì yào bǎomì.	这件事情绝对要保密。
Mr. Chen is not a businessperson.	Chén xiānsheng bù shì shāngrén.	陈先生不是商人。
Mr. Chen is not a university student.	Chén xiānsheng bù shì dàxuéshēng.	陈先生不是大学生。
When will Mr. Chen go to Canada?	Chén xiānsheng shénme shíhòu yào qù Jiānádà?	陈先生什么时候要去加拿大？
Mr. Chen is not Korean.	Chén xiānshēng bù shì Hánguórén.	陈先生不是韩国人。
Mr. Chen is fatter than you.	Chén xiānsheng bǐ nǐ pàng.	陈先生比你胖。
He doesn't know Mr. Chen.	Tā bú rènshi Chén xiānsheng.	他不认识陈先生。
This is Mr. Chen's cell phone.	Zhè shì Chén xiānsheng de shǒujī.	这是陈先生的手机。
Give Mr. Chen a phone call.	Gěi Chén xiānsheng dǎ diànhuà.	给陈先生打电话。
Mr. Chen is at the store.	Chén xiānshēng zài shāngdiàn.	陈先生在商店。
Mr. Chen, are you going to school?<br />Yes, I am going to school. And you?	Chén xiānsheng, nín qù xuéxiào ma?<br />Shì, wǒ qù xuéxiào. Nǐ ne?	A陈先生,您去学校吗?<br/>B是,我去学校。你呢?
How do you know Mr. Chen?	Nǐ zěnme rènshi Chén xiānsheng de?	你怎么认识陈先生的？
Mr. Chen doesn't know how to speak English.	Chén xiānsheng bú huì shuō Yīngyǔ.	陈先生不会说英语。
Mr. Chen does not have a cell phone.	Chén xiānsheng méi yǒu shǒujī.	陈先生没有手机。
I know Mr. Chen.	Wǒ rènshi Chén xiānsheng.	我认识陈先生。
Where does Mr. Chen come from?	Chén xiānsheng cóng nǎli lái?	陈先生从哪里来？
Excuse me, where is Mr. Chen?	Qǐngwèn, Chén xiānsheng zài nǎli?	请问,陈先生在哪里？
What time does Mr. Chen finish work?	Chén xiānsheng jǐdiǎn xiàbān?	陈先生几点下班？
Mr. Chen doesn't speak English well.	Chén xiānshengde Yīngyǔ shuōde bù hǎo.	陈先生的英语说得不好。
Mr. Chen is at the hotel.	Chén xiānsheng zài bīnguǎn.	陈先生在宾馆。
Mr. Chen is very tired today.	Chén xiānsheng jīntiān hěn lèi.	陈先生今天很累。
Mr. Chen is not American.	Chén xiānsheng bú shì Měiguórén.	陈先生不是美国人。
Mr. Chen is very interesting.	Chén xiānsheng hěn yǒu yìsi.	陈先生很有意思。
Mr. Chen does not like to drink Cola.	Chén xiānshēng bù xǐhuan hē kělè.	陈先生不喜欢喝可乐。
Mr. Chen speaks English really well.<br />Yes, he lived in Canada for three years.	Chén xiānsheng Yīngyǔ shuōde hěn hǎo.<br />Shì, tā zài Jiānádà zhùguò sān nián.	A陈先生英语说得很好。<br/>B是,他在加拿大住过三年。
Mr. Chen's hobby is calligraphy.	Chén xiānshēngde àihào shì shūfǎ.	陈先生的爱好是书法。
I'm full.	Wǒ bǎo le.	我饱了。
I've received an invitation.	Wǒ shōudào yī zhāng qǐngtiě.	我收到一张请帖。
I received an invitation.	wǒ shōudào le yī zhāng qǐngtiě .	我收到了一张请帖。
The government neglected the people's opinions.	Zhèngfǔ hūlüè le lǎobǎixìng de xiǎngfa.	政府忽略了老百姓的想法。
A student should not lose sight of his own identity.	xuésheng bù gāi hūlvè zìjǐ de shēnfèn .	学生不该忽略自己的身份。
He is busy with work and neglected his children's education.	Tā mángyú gōngzuò, hūlüè le duì háizi de jiàoyù.	他忙于工作，忽略了对孩子的教育。
I have been busy writing a short story.	wǒ yīzhí máng yú xiě yī bù duǎn piān xiǎoshuō .	我一直忙于写一部短篇小说。
Chemistry is branch of the natural sciences.	Huàxué shǔyú lǐkē.	化学属于理科。
This street is bustling.	Zhè tiáo jiē hěn fánhuá.	这条街很繁华。
You'll have to manufacture some kind of excuse.	nǐ bùdébù zhìzào yīxiē jièkǒu .	你不得不制造一些借口。
The boss approved of my suggestion.	Lǎobǎn zànchéng wǒ tí de yìjiàn.	老板赞成我提的意见。
Are you for or against the plan?	nǐ zànchéng háishì fǎnduì zhè gè jìhuà ?	你赞成还是反对这个计划？
I agree with you.	Wǒ zànchéng nǐde yìjiàn.	我赞成你的意见。
I don't care.	Wǒ bù zàihu.	我不在乎。
This house is too old.	Zhè dòng fángzi tài chénjiù le.	这栋房子太陈旧了。
Here is a pot of tea.	Zhèli yǒu yī hú chá.	这里有一壶茶。
The authorities should pay attention to this issue.	Dāngjú yīnggāi zhùyì zhè gè wèntí.	当局应该注意这个问题。
The government authorities put out an announcement.	Zhèngfǔ dāngjú fābiǎo le yīge shēngmíng.	政府当局发表了一个声明。
He's standing at the dais giving a speech.	Tā zài jiǎngtái shàng fābiǎo yǎnjiǎng.	他在讲台上发表演讲。
Many people put out commentary on the President's having left office.	Zǒngtǒng xiàtái le, xǔduō rén fābiǎo le pínglùn.	总统下台了，许多人发表了评论。
They're building a house.	Tāmen zhèngzài jiànzào fángzi.	他们正在建造房子。
Generally speaking, the students have made quick progress in their studies.	Yībānláishuō, xuéshengmen zài xuéxí shàng jìnbù hěn kuài.	一般来说,学生们在学习上进步很快。
Generally speaking, business management is a popular major.	Yībānláishuō, qǐyèguǎnlǐ shì yī gè shòuhuānyíngde zhuānyè.	一般来说,企业管理是一个受欢迎的专业。
The earth's environment is constantly deteriorating.	Dìqiú huánjìng zài bùduàn de èhuà.	地球环境在不断地恶化。
His illness worsened.	Tāde bìngqíng èhuà le.	他的病情恶化了。
Air quality has deteriorated.	Kōngqì pǐnzhì èhuà le.	空气品质恶化了。
Kyoto has many universities.	jīngdū yǒu hěn duō suǒ dàxué .	京都有很多所大学。
Have you ever been to Kyoto? <br /> Have you ever visited Kyoto?	nǐ qù guò jīngdū ma ?	你去过京都吗？
It is said that the weather in the mountain changes easily.	jùshuō shān shàng de tiānqì biànhuà hěn kuài .	据说山上的天气变化很快。
It is said that he got into Tokyo University.	Jùshuō, tā kǎo shàng le dōngjīng dàxué.	据说，他考上了东京大学。
Li Ming passed his exam to become a Ph.D.	Lǐ Míng kǎo shàng le yīxué bóshì.	李明考上了医学博士。
The lights are on.	Diàndēng liàng le.	电灯亮了。
You have fallen behind in your grades.	Nǐ de xuéxí chéngjì tuìbù le.	你的学习成绩退步了。
The parking lot is free of charge.	tíngchēchǎng shì miǎnfèi de .	停车场是免费的。
Everyone gathered together.	Dàjiā jùjí zài yīqǐ.	大家聚集在一起。
Many people have gathered in the street.	Jiēshang jùjíle hěn duō mínzhòng.	街上聚集了很多民众。
The masses protested on the streets.	Mínzhòng shàngjiē kàngyì.	民众上街抗议。
This car is very luxurious.	Zhè liàng jiàochē hěn háohuá.	这辆轿车很豪华。
She's reading with her youngest aunt.	Tā hé xiǎoyí zài kànshū.	她和小姨在看书。
The judge is deciding a case.	Fǎguān zài duàn'àn.	法官在断案。
The government issued a new bill.	Guójiā chūtái le yīge xīn fǎ'àn.	国家出台了一个新法案。
The new bill has been enacted.	Xīn fǎ'àn yǐjing shíshī le.	新法案已经实施了。
He had another glass of wine.	Tā yòu tiānle yī bēi jiǔ.	他又添了一杯酒。
Let me have a look.	Ràng wǒ qiáo yī qiáo.	让我瞧一瞧。
The subway comes every five minutes.	Dìtiě jiàngé wǔ fēnzhōng yī bān.	地铁间隔五分钟一班。
He holds a Chinese passport.	Tā chíyǒu Zhōngguó hùzhào.	他持有中国护照。
The plane is about to take off.	Fēijī jiāngyào qǐfēi.	飞机将要起飞。
The moon is the earth's only satellite.	yuèqiú shì dìqiú wéiyī de wèixīng .	月球是地球唯一的卫星。
What will people feel if the United States is attacked?	Jiǎrú Měiguó shòu dào gōngjī, lǎobǎixìng de xīnlǐ huì zěnmeyàng?	假如美国受到攻击，老百姓的心理会怎么样？
He likes baseball very very much.	tā fēicháng xǐhuān bàngqiú .	他非常喜欢棒球。
He can play both tennis and baseball.	tā jì huì dǎ wǎngqiú , yòu huì dǎ bàngqiú .	他既会打网球，又会打棒球。
He doesn't pay too much attention to baseball.	tā bù tài guānzhù bàngqiú.	他不太关注棒球。
To what level are you interested in baseball?	nǐ xǐhuān bàngqiú dào shénme chéngdù?	你喜欢棒球到什么程度？
I will love you my whole life.	Wǒ huì ài nǐ yīshēng-yīshì.	我会爱你一生一世。
Her motions when dancing are beautiful.	Tā tiàowǔ shí de zītài hěn měi.	她跳舞时的姿态很美。
Due to the rain, the game has been canceled.	Yóuyú xiàyǔ, bǐsài qǔxiāo le.	由于下雨，比赛取消了。
Should I cancel the call?	wǒ gāi qǔxiāo tōnghuà ma ?	我该取消通话吗?
The game has been suspended due to rain.	Yóuyú xiàyǔ bǐsài zhōngduàn le.	由于下雨比赛中断了。
The company established this award/penalty system.	Gōngsī zhìdìng le Zhèxiàng jiǎngfá zhìdù.	公司制定了这项奖罚制度。
Not only they but also I was scolded by the teacher.	bùjǐn tāmen, lián wǒ yě bèi lǎoshī fá le.	不仅他们，连我也被老师罚了。
People are easily influenced by public opinion.	Mínzhòng róngyì bèi yúlùn yǐngxiǎng.	民众容易被舆论影响。
The children line up to board the school bus.	Xiǎo péngyǒumen yīcì páiduì shàngchē.	小朋友们依次排队上车。
He's very naughty.	Tā hěn tiáopí.	他很调皮。
The refrigerator is broken.	Bīngxiāng huài le.	冰箱坏了。
What's the relationship between you?	Nǐmen liǎ shì shénme guānxi?	你们俩是什么关系?
The child felt he had been being wronged.	Háizi juéde zìjǐ hěn wúgū.	孩子觉得自己很无辜。
When he asked who had broken the window, all the boys put on an air of innocence.	dāng tā wèn qǐ shì shéi dǎpò le chuānghu shí , suǒyǒu de nánshēng dōu xiǎnde hěn wúgū .	当他问起是谁打破了窗户时，所有的男生都显得很无辜。
How much does one liter of oil cost?	Yī shēng yóu duōshaoqián?	一升油多少钱？
This horse is very well-behaved.	Zhè pǐ mǎ zhēn guāi.	这匹马真乖。
My daughter is a very good girl.	Wǒ de nǚ'ér hěn guāi.	我的女儿很乖。
Look at that mountain which is covered with snow.	kàn nà zuò bèi xuě fùgài de shān .	看那座被雪覆盖的山。
Heavy snow covered the ground.	Dàxuě fùgàizhe dàdì.	大雪覆盖着大地。
The whole country was covered with snow.	zhěng gè guójiā bèi dàxuě fùgài le .	整个国家被大雪覆盖了。
School was closed for the day due to the snow.	xuéxiào yīn dàxuě tíng kè yī tiān .	学校因大雪停课一天。
It's a beautiful day today, with gentle breezes and bright sunshine.	Jīntiān fēnghé-rìlì.	今天风和日丽。
There are a lot of criminals being kept in prison.	Jiānyù li guānyā zhe hěn duō fànrén.	监狱里关押着很多犯人。
When will Mr. Liu come to Shenyang?	Liú xiānsheng shénme shíhòu lái Shěnyáng?	刘先生什么时候来沈阳？
Why will you back to Shenyang?	Nǐ wèishénme yào huí Shěnyáng?	你为什么要回沈阳？
Next week I will go to Shenyang.	Xià gè xīngqī wǒ yào qù Shěnyáng.	下个星期我要去沈阳。
Where do your parents live?<br />My parents live in Shenyang.<br />	Nǐ fùmǔ zhùzài nǎli?<br />Wǒ fùmǔ zhùzài Shěnyáng.<br />	A你父母住在哪里?<br/>B我父母住在沈阳。
Do they like Shenyang?<br />Not that much.	Tāmen xǐhuan Shěnyáng ma?<br />Bú tài xǐhuan.	A他们喜欢沈阳吗?<br/>B不太喜欢。
